cenario;mes;ano;plantoes_semana;renda_mensal_real;custo_vida_real;aporte_real;juro_real_mes;patrimonio_real_fim_mes;renda_carteira_6pct;renda_carteira_4pct
o_plano;76;7;5;43700.0;23700.0;20000.0;8786.68;1833942.02;9169.71;6113.14
o_plano;77;7;5;43700.0;23700.0;20000.0;8926.81;1862868.83;9314.34;6209.56
o_plano;78;7;5;43700.0;23700.0;20000.0;9067.61;1891936.43;9459.68;6306.45
o_plano;79;7;5;43700.0;23700.0;20000.0;9209.1;1921145.53;9605.73;6403.82
o_plano;80;7;5;43700.0;23700.0;20000.0;9351.27;1950496.8;9752.48;6501.66
o_plano;81;7;5;43700.0;23700.0;20000.0;9494.14;1979990.94;9899.95;6599.97
o_plano;82;7;5;43700.0;23700.0;20000.0;9637.71;2009628.65;10048.14;6698.76
o_plano;83;7;5;43700.0;23700.0;20000.0;9781.97;2039410.62;10197.05;6798.04
o_plano;84;7;5;43700.0;23700.0;20000.0;9926.93;2069337.55;10346.69;6897.79
o_plano;85;8;5;43700.0;23700.0;20000.0;10072.61;2099410.16;10497.05;6998.03
o_plano;86;8;5;43700.0;23700.0;20000.0;10218.99;2129629.14;10648.15;7098.76
o_plano;87;8;5;43700.0;23700.0;20000.0;10366.08;2159995.22;10799.98;7199.98
o_plano;88;8;5;43700.0;23700.0;20000.0;10513.89;2190509.11;10952.55;7301.7
o_plano;89;8;5;43700.0;23700.0;20000.0;10662.41;2221171.52;11105.86;7403.91
o_plano;90;8;5;43700.0;23700.0;20000.0;10811.66;2251983.19;11259.92;7506.61
o_plano;91;8;5;43700.0;23700.0;20000.0;10961.64;2282944.83;11414.72;7609.82
o_plano;92;8;5;43700.0;23700.0;20000.0;11112.35;2314057.18;11570.29;7713.52
o_plano;93;8;5;43700.0;23700.0;20000.0;11263.79;2345320.97;11726.6;7817.74
o_plano;94;8;5;43700.0;23700.0;20000.0;11415.97;2376736.94;11883.68;7922.46
o_plano;95;8;5;43700.0;23700.0;20000.0;11568.89;2408305.82;12041.53;8027.69
o_plano;96;8;5;43700.0;23700.0;20000.0;11722.55;2440028.37;12200.14;8133.43
o_plano;97;9;5;43700.0;23700.0;20000.0;11876.96;2471905.34;12359.53;8239.68
o_plano;98;9;5;43700.0;23700.0;20000.0;12032.12;2503937.46;12519.69;8346.46
o_plano;99;9;5;43700.0;23700.0;20000.0;12188.04;2536125.5;12680.63;8453.75
o_plano;100;9;5;43700.0;23700.0;20000.0;12344.72;2568470.22;12842.35;8561.57
o_plano;101;9;5;43700.0;23700.0;20000.0;12502.16;2600972.38;13004.86;8669.91
o_plano;102;9;5;43700.0;23700.0;20000.0;12660.36;2633632.74;13168.16;8778.78
o_plano;103;9;5;43700.0;23700.0;20000.0;12819.34;2666452.08;13332.26;8888.17
o_plano;104;9;5;43700.0;23700.0;20000.0;12979.09;2699431.18;13497.16;8998.1
o_plano;105;9;5;43700.0;23700.0;20000.0;13139.62;2732570.79;13662.85;9108.57
o_plano;106;9;5;43700.0;23700.0;20000.0;13300.93;2765871.72;13829.36;9219.57
o_plano;107;9;5;43700.0;23700.0;20000.0;13463.02;2799334.74;13996.67;9331.12
o_plano;108;9;5;43700.0;23700.0;20000.0;13625.9;2832960.64;14164.8;9443.2
o_plano;109;10;5;43700.0;23700.0;20000.0;13789.58;2866750.22;14333.75;9555.83
o_plano;110;10;5;43700.0;23700.0;20000.0;13954.05;2900704.27;14503.52;9669.01
o_plano;111;10;5;43700.0;23700.0;20000.0;14119.32;2934823.6;14674.12;9782.75
o_plano;112;10;5;43700.0;23700.0;20000.0;14285.4;2969109.0;14845.55;9897.03
o_plano;113;10;5;43700.0;23700.0;20000.0;14452.29;3003561.29;15017.81;10011.87
o_plano;114;10;5;43700.0;23700.0;20000.0;14619.99;3038181.28;15190.91;10127.27
o_plano;115;10;5;43700.0;23700.0;20000.0;14788.5;3072969.78;15364.85;10243.23
o_plano;116;10;5;43700.0;23700.0;20000.0;14957.84;3107927.61;15539.64;10359.76
o_plano;117;10;5;43700.0;23700.0;20000.0;15127.99;3143055.61;15715.28;10476.85
o_plano;118;10;5;43700.0;23700.0;20000.0;15298.98;3178354.59;15891.77;10594.52
o_plano;119;10;5;43700.0;23700.0;20000.0;15470.8;3213825.39;16069.13;10712.75
o_plano;120;10;5;43700.0;23700.0;20000.0;15643.46;3249468.85;16247.34;10831.56
o_plano;121;11;4;33733.33;23700.0;10033.33;15816.95;3275319.14;16376.6;10917.73
o_plano;122;11;4;33733.33;23700.0;10033.33;15942.78;3301295.25;16506.48;11004.32
o_plano;123;11;4;33733.33;23700.0;10033.33;16069.22;3327397.81;16636.99;11091.33
o_plano;124;11;4;33733.33;23700.0;10033.33;16196.28;3353627.42;16768.14;11178.76
o_plano;125;11;4;33733.33;23700.0;10033.33;16323.95;3379984.7;16899.92;11266.62
o_plano;126;11;4;33733.33;23700.0;10033.33;16452.25;3406470.28;17032.35;11354.9
o_plano;127;11;4;33733.33;23700.0;10033.33;16581.17;3433084.78;17165.42;11443.62
o_plano;128;11;4;33733.33;23700.0;10033.33;16710.71;3459828.83;17299.14;11532.76
o_plano;129;11;4;33733.33;23700.0;10033.33;16840.89;3486703.05;17433.52;11622.34
o_plano;130;11;4;33733.33;23700.0;10033.33;16971.7;3513708.09;17568.54;11712.36
o_plano;131;11;4;33733.33;23700.0;10033.33;17103.15;3540844.57;17704.22;11802.82
o_plano;132;11;4;33733.33;23700.0;10033.33;17235.24;3568113.15;17840.57;11893.71
o_plano;133;12;4;33733.33;23700.0;10033.33;17367.97;3595514.45;17977.57;11985.05
o_plano;134;12;4;33733.33;23700.0;10033.33;17501.35;3623049.13;18115.25;12076.83
o_plano;135;12;4;33733.33;23700.0;10033.33;17635.37;3650717.84;18253.59;12169.06
o_plano;136;12;4;33733.33;23700.0;10033.33;17770.05;3678521.23;18392.61;12261.74
o_plano;137;12;4;33733.33;23700.0;10033.33;17905.39;3706459.95;18532.3;12354.87
o_plano;138;12;4;33733.33;23700.0;10033.33;18041.38;3734534.66;18672.67;12448.45
o_plano;139;12;4;33733.33;23700.0;10033.33;18178.04;3762746.03;18813.73;12542.49
o_plano;140;12;4;33733.33;23700.0;10033.33;18315.36;3791094.72;18955.47;12636.98
o_plano;141;12;4;33733.33;23700.0;10033.33;18453.35;3819581.4;19097.91;12731.94
o_plano;142;12;4;33733.33;23700.0;10033.33;18592.01;3848206.74;19241.03;12827.36
o_plano;143;12;4;33733.33;23700.0;10033.33;18731.34;3876971.42;19384.86;12923.24
o_plano;144;12;4;33733.33;23700.0;10033.33;18871.35;3905876.1;19529.38;13019.59
o_plano;145;13;4;33733.33;23700.0;10033.33;19012.05;3934921.49;19674.61;13116.4
o_plano;146;13;4;33733.33;23700.0;10033.33;19153.43;3964108.25;19820.54;13213.69
o_plano;147;13;4;33733.33;23700.0;10033.33;19295.5;3993437.08;19967.19;13311.46
o_plano;148;13;4;33733.33;23700.0;10033.33;19438.26;4022908.67;20114.54;13409.7
o_plano;149;13;4;33733.33;23700.0;10033.33;19581.71;4052523.71;20262.62;13508.41
o_plano;150;13;4;33733.33;23700.0;10033.33;19725.86;4082282.91;20411.41;13607.61
o_plano;151;13;4;33733.33;23700.0;10033.33;19870.72;4112186.96;20560.93;13707.29
o_plano;152;13;4;33733.33;23700.0;10033.33;20016.28;4142236.58;20711.18;13807.46
o_plano;153;13;4;33733.33;23700.0;10033.33;20162.55;4172432.45;20862.16;13908.11
o_plano;154;13;4;33733.33;23700.0;10033.33;20309.53;4202775.31;21013.88;14009.25
o_plano;155;13;4;33733.33;23700.0;10033.33;20457.22;4233265.87;21166.33;14110.89
o_plano;156;13;4;33733.33;23700.0;10033.33;20605.64;4263904.84;21319.52;14213.02
o_plano;157;14;4;33733.33;23700.0;10033.33;20754.77;4294692.94;21473.46;14315.64
o_plano;158;14;4;33733.33;23700.0;10033.33;20904.64;4325630.91;21628.15;14418.77
o_plano;159;14;4;33733.33;23700.0;10033.33;21055.23;4356719.47;21783.6;14522.4
o_plano;160;14;4;33733.33;23700.0;10033.33;21206.55;4387959.36;21939.8;14626.53
o_plano;161;14;4;33733.33;23700.0;10033.33;21358.61;4419351.31;22096.76;14731.17
o_plano;162;14;4;33733.33;23700.0;10033.33;21511.42;4450896.05;22254.48;14836.32
o_plano;163;14;4;33733.33;23700.0;10033.33;21664.96;4482594.35;22412.97;14941.98
o_plano;164;14;4;33733.33;23700.0;10033.33;21819.25;4514446.94;22572.23;15048.16
o_plano;165;14;4;33733.33;23700.0;10033.33;21974.3;4546454.57;22732.27;15154.85
o_plano;166;14;4;33733.33;23700.0;10033.33;22130.1;4578618.0;22893.09;15262.06
o_plano;167;14;4;33733.33;23700.0;10033.33;22286.65;4610937.99;23054.69;15369.79
o_plano;168;14;4;33733.33;23700.0;10033.33;22443.97;4643415.3;23217.08;15478.05
o_plano;169;15;4;33733.33;23700.0;10033.33;22602.06;4676050.69;23380.25;15586.84
o_plano;170;15;4;33733.33;23700.0;10033.33;22760.91;4708844.93;23544.22;15696.15
o_plano;171;15;4;33733.33;23700.0;10033.33;22920.54;4741798.81;23708.99;15806.0
o_plano;172;15;4;33733.33;23700.0;10033.33;23080.95;4774913.09;23874.57;15916.38
o_plano;173;15;4;33733.33;23700.0;10033.33;23242.13;4808188.55;24040.94;16027.3
o_plano;174;15;4;33733.33;23700.0;10033.33;23404.1;4841625.99;24208.13;16138.75
o_plano;175;15;4;33733.33;23700.0;10033.33;23566.86;4875226.18;24376.13;16250.75
o_plano;176;15;4;33733.33;23700.0;10033.33;23730.41;4908989.92;24544.95;16363.3
o_plano;177;15;4;33733.33;23700.0;10033.33;23894.76;4942918.01;24714.59;16476.39
o_plano;178;15;4;33733.33;23700.0;10033.33;24059.9;4977011.25;24885.06;16590.04
o_plano;179;15;4;33733.33;23700.0;10033.33;24225.85;5011270.44;25056.35;16704.23
o_plano;180;15;4;33733.33;23700.0;10033.33;24392.61;5045696.38;25228.48;16818.99
o_plano;181;16;3;24150.0;23700.0;450.0;24560.18;5070706.56;25353.53;16902.36
o_plano;182;16;3;24150.0;23700.0;450.0;24681.92;5095838.48;25479.19;16986.13
o_plano;183;16;3;24150.0;23700.0;450.0;24804.25;5121092.74;25605.46;17070.31
o_plano;184;16;3;24150.0;23700.0;450.0;24927.18;5146469.91;25732.35;17154.9
o_plano;185;16;3;24150.0;23700.0;450.0;25050.7;5171970.62;25859.85;17239.9
o_plano;186;16;3;24150.0;23700.0;450.0;25174.83;5197595.44;25987.98;17325.32
o_plano;187;16;3;24150.0;23700.0;450.0;25299.56;5223345.0;26116.73;17411.15
o_plano;188;16;3;24150.0;23700.0;450.0;25424.9;5249219.9;26246.1;17497.4
o_plano;189;16;3;24150.0;23700.0;450.0;25550.84;5275220.74;26376.1;17584.07
o_plano;190;16;3;24150.0;23700.0;450.0;25677.4;5301348.15;26506.74;17671.16
o_plano;191;16;3;24150.0;23700.0;450.0;25804.58;5327602.73;26638.01;17758.68
o_plano;192;16;3;24150.0;23700.0;450.0;25932.38;5353985.1;26769.93;17846.62
o_plano;193;17;3;24150.0;23700.0;450.0;26060.79;5380495.89;26902.48;17934.99
o_plano;194;17;3;24150.0;23700.0;450.0;26189.84;5407135.73;27035.68;18023.79
o_plano;195;17;3;24150.0;23700.0;450.0;26319.51;5433905.24;27169.53;18113.02
o_plano;196;17;3;24150.0;23700.0;450.0;26449.81;5460805.05;27304.03;18202.68
o_plano;197;17;3;24150.0;23700.0;450.0;26580.74;5487835.79;27439.18;18292.79
o_plano;198;17;3;24150.0;23700.0;450.0;26712.32;5514998.11;27574.99;18383.33
o_plano;199;17;3;24150.0;23700.0;450.0;26844.53;5542292.64;27711.46;18474.31
o_plano;200;17;3;24150.0;23700.0;450.0;26977.39;5569720.03;27848.6;18565.73
o_plano;201;17;3;24150.0;23700.0;450.0;27110.89;5597280.92;27986.4;18657.6
o_plano;202;17;3;24150.0;23700.0;450.0;27245.05;5624975.97;28124.88;18749.92
o_plano;203;17;3;24150.0;23700.0;450.0;27379.85;5652805.83;28264.03;18842.69
o_plano;204;17;3;24150.0;23700.0;450.0;27515.32;5680771.15;28403.86;18935.9
o_plano;205;18;3;24150.0;23700.0;450.0;27651.44;5708872.59;28544.36;19029.58
o_plano;206;18;3;24150.0;23700.0;450.0;27788.23;5737110.81;28685.55;19123.7
o_plano;207;18;3;24150.0;23700.0;450.0;27925.68;5765486.49;28827.43;19218.29
o_plano;208;18;3;24150.0;23700.0;450.0;28063.8;5794000.29;28970.0;19313.33
o_plano;209;18;3;24150.0;23700.0;450.0;28202.59;5822652.88;29113.26;19408.84
o_plano;210;18;3;24150.0;23700.0;450.0;28342.06;5851444.93;29257.22;19504.82
o_plano;211;18;3;24150.0;23700.0;450.0;28482.2;5880377.14;29401.89;19601.26
o_plano;212;18;3;24150.0;23700.0;450.0;28623.03;5909450.17;29547.25;19698.17
o_plano;213;18;3;24150.0;23700.0;450.0;28764.55;5938664.72;29693.32;19795.55
o_plano;214;18;3;24150.0;23700.0;450.0;28906.75;5968021.47;29840.11;19893.4
o_plano;215;18;3;24150.0;23700.0;450.0;29049.65;5997521.11;29987.61;19991.74
o_plano;216;18;3;24150.0;23700.0;450.0;29193.24;6027164.35;30135.82;20090.55
o_plano;217;19;3;24150.0;23700.0;450.0;29337.53;6056951.88;30284.76;20189.84
o_plano;218;19;3;24150.0;23700.0;450.0;29482.52;6086884.4;30434.42;20289.61
o_plano;219;19;3;24150.0;23700.0;450.0;29628.22;6116962.62;30584.81;20389.88
o_plano;220;19;3;24150.0;23700.0;450.0;29774.62;6147187.24;30735.94;20490.62
o_plano;221;19;3;24150.0;23700.0;450.0;29921.74;6177558.99;30887.79;20591.86
o_plano;222;19;3;24150.0;23700.0;450.0;30069.58;6208078.57;31040.39;20693.6
o_plano;223;19;3;24150.0;23700.0;450.0;30218.14;6238746.7;31193.73;20795.82
o_plano;224;19;3;24150.0;23700.0;450.0;30367.42;6269564.12;31347.82;20898.55
o_plano;225;19;3;24150.0;23700.0;450.0;30517.42;6300531.54;31502.66;21001.77
o_plano;226;19;3;24150.0;23700.0;450.0;30668.16;6331649.69;31658.25;21105.5
o_plano;227;19;3;24150.0;23700.0;450.0;30819.63;6362919.32;31814.6;21209.73
o_plano;228;19;3;24150.0;23700.0;450.0;30971.83;6394341.15;31971.71;21314.47
o_plano;229;20;3;24150.0;23700.0;450.0;31124.78;6425915.93;32129.58;21419.72
o_plano;230;20;3;24150.0;23700.0;450.0;31278.47;6457644.4;32288.22;21525.48
o_plano;231;20;3;24150.0;23700.0;450.0;31432.91;6489527.31;32447.64;21631.76
o_plano;232;20;3;24150.0;23700.0;450.0;31588.1;6521565.41;32607.83;21738.55
o_plano;233;20;3;24150.0;23700.0;450.0;31744.05;6553759.46;32768.8;21845.86
o_plano;234;20;3;24150.0;23700.0;450.0;31900.76;6586110.22;32930.55;21953.7
o_plano;235;20;3;24150.0;23700.0;450.0;32058.22;6618618.44;33093.09;22062.06
o_plano;236;20;3;24150.0;23700.0;450.0;32216.46;6651284.9;33256.42;22170.95
o_plano;237;20;3;24150.0;23700.0;450.0;32375.47;6684110.37;33420.55;22280.37
o_plano;238;20;3;24150.0;23700.0;450.0;32535.25;6717095.61;33585.48;22390.32
o_plano;239;20;3;24150.0;23700.0;450.0;32695.8;6750241.42;33751.21;22500.8
o_plano;240;20;3;24150.0;23700.0;450.0;32857.14;6783548.56;33917.74;22611.83
cinco_ate_o_fim;1;1;5;43700.0;23700.0;20000.0;0.0;20000.0;100.0;66.67
cinco_ate_o_fim;2;1;5;43700.0;23700.0;20000.0;97.35;40097.35;200.49;133.66
cinco_ate_o_fim;3;1;5;43700.0;23700.0;20000.0;195.18;60292.53;301.46;200.98
cinco_ate_o_fim;4;1;5;43700.0;23700.0;20000.0;293.48;80586.0;402.93;268.62
cinco_ate_o_fim;5;1;5;43700.0;23700.0;20000.0;392.26;100978.26;504.89;336.59
cinco_ate_o_fim;6;1;5;43700.0;23700.0;20000.0;491.52;121469.78;607.35;404.9
cinco_ate_o_fim;7;1;5;43700.0;23700.0;20000.0;591.26;142061.04;710.31;473.54
cinco_ate_o_fim;8;1;5;43700.0;23700.0;20000.0;691.49;162752.53;813.76;542.51
cinco_ate_o_fim;9;1;5;43700.0;23700.0;20000.0;792.21;183544.73;917.72;611.82
cinco_ate_o_fim;10;1;5;43700.0;23700.0;20000.0;893.41;204438.15;1022.19;681.46
cinco_ate_o_fim;11;1;5;43700.0;23700.0;20000.0;995.11;225433.26;1127.17;751.44
cinco_ate_o_fim;12;1;5;43700.0;23700.0;20000.0;1097.31;246530.57;1232.65;821.77
cinco_ate_o_fim;13;2;5;43700.0;23700.0;20000.0;1200.0;267730.57;1338.65;892.44
cinco_ate_o_fim;14;2;5;43700.0;23700.0;20000.0;1303.19;289033.76;1445.17;963.45
cinco_ate_o_fim;15;2;5;43700.0;23700.0;20000.0;1406.89;310440.65;1552.2;1034.8
cinco_ate_o_fim;16;2;5;43700.0;23700.0;20000.0;1511.09;331951.73;1659.76;1106.51
cinco_ate_o_fim;17;2;5;43700.0;23700.0;20000.0;1615.79;353567.52;1767.84;1178.56
cinco_ate_o_fim;18;2;5;43700.0;23700.0;20000.0;1721.01;375288.53;1876.44;1250.96
cinco_ate_o_fim;19;2;5;43700.0;23700.0;20000.0;1826.74;397115.27;1985.58;1323.72
cinco_ate_o_fim;20;2;5;43700.0;23700.0;20000.0;1932.98;419048.25;2095.24;1396.83
cinco_ate_o_fim;21;2;5;43700.0;23700.0;20000.0;2039.74;441087.98;2205.44;1470.29
cinco_ate_o_fim;22;2;5;43700.0;23700.0;20000.0;2147.02;463235.0;2316.18;1544.12
cinco_ate_o_fim;23;2;5;43700.0;23700.0;20000.0;2254.82;485489.82;2427.45;1618.3
cinco_ate_o_fim;24;2;5;43700.0;23700.0;20000.0;2363.15;507852.97;2539.26;1692.84
cinco_ate_o_fim;25;3;5;43700.0;23700.0;20000.0;2472.0;530324.97;2651.62;1767.75
cinco_ate_o_fim;26;3;5;43700.0;23700.0;20000.0;2581.38;552906.35;2764.53;1843.02
cinco_ate_o_fim;27;3;5;43700.0;23700.0;20000.0;2691.3;575597.65;2877.99;1918.66
cinco_ate_o_fim;28;3;5;43700.0;23700.0;20000.0;2801.75;598399.4;2992.0;1994.66
cinco_ate_o_fim;29;3;5;43700.0;23700.0;20000.0;2912.74;621312.14;3106.56;2071.04
cinco_ate_o_fim;30;3;5;43700.0;23700.0;20000.0;3024.27;644336.41;3221.68;2147.79
cinco_ate_o_fim;31;3;5;43700.0;23700.0;20000.0;3136.34;667472.75;3337.36;2224.91
cinco_ate_o_fim;32;3;5;43700.0;23700.0;20000.0;3248.96;690721.71;3453.61;2302.41
cinco_ate_o_fim;33;3;5;43700.0;23700.0;20000.0;3362.12;714083.83;3570.42;2380.28
cinco_ate_o_fim;34;3;5;43700.0;23700.0;20000.0;3475.84;737559.67;3687.8;2458.53
cinco_ate_o_fim;35;3;5;43700.0;23700.0;20000.0;3590.11;761149.78;3805.75;2537.17
cinco_ate_o_fim;36;3;5;43700.0;23700.0;20000.0;3704.94;784854.71;3924.27;2616.18
cinco_ate_o_fim;37;4;5;43700.0;23700.0;20000.0;3820.32;808675.03;4043.38;2695.58
cinco_ate_o_fim;38;4;5;43700.0;23700.0;20000.0;3936.27;832611.3;4163.06;2775.37
cinco_ate_o_fim;39;4;5;43700.0;23700.0;20000.0;4052.78;856664.08;4283.32;2855.55
cinco_ate_o_fim;40;4;5;43700.0;23700.0;20000.0;4169.86;880833.93;4404.17;2936.11
cinco_ate_o_fim;41;4;5;43700.0;23700.0;20000.0;4287.5;905121.44;4525.61;3017.07
cinco_ate_o_fim;42;4;5;43700.0;23700.0;20000.0;4405.72;929527.16;4647.64;3098.42
cinco_ate_o_fim;43;4;5;43700.0;23700.0;20000.0;4524.52;954051.68;4770.26;3180.17
cinco_ate_o_fim;44;4;5;43700.0;23700.0;20000.0;4643.89;978695.58;4893.48;3262.32
cinco_ate_o_fim;45;4;5;43700.0;23700.0;20000.0;4763.85;1003459.43;5017.3;3344.86
cinco_ate_o_fim;46;4;5;43700.0;23700.0;20000.0;4884.39;1028343.82;5141.72;3427.81
cinco_ate_o_fim;47;4;5;43700.0;23700.0;20000.0;5005.52;1053349.33;5266.75;3511.16
cinco_ate_o_fim;48;4;5;43700.0;23700.0;20000.0;5127.23;1078476.56;5392.38;3594.92
cinco_ate_o_fim;49;5;5;43700.0;23700.0;20000.0;5249.54;1103726.1;5518.63;3679.09
cinco_ate_o_fim;50;5;5;43700.0;23700.0;20000.0;5372.44;1129098.54;5645.49;3763.66
cinco_ate_o_fim;51;5;5;43700.0;23700.0;20000.0;5495.94;1154594.49;5772.97;3848.65
