secao;perfil;campo;valor
erosao;P1;2028_ano;2028
erosao;P1;2028_fator;1.0920
erosao;P1;2028_base_nominal;447746.2809
erosao;P1;2028_aliq;0.0000
erosao;P1;2028_irpfm_nominal;0.0000
erosao;P1;2028_irpfm_real;0.0000
erosao;P1;2028_marginal;0.0000
erosao;P1;2028_binding;False
erosao;P1;2029_ano;2029
erosao;P1;2029_fator;1.1412
erosao;P1;2029_base_nominal;467894.8636
erosao;P1;2029_aliq;0.0000
erosao;P1;2029_irpfm_nominal;0.0000
erosao;P1;2029_irpfm_real;0.0000
erosao;P1;2029_marginal;0.0000
erosao;P1;2029_binding;False
erosao;P1;2030_ano;2030
erosao;P1;2030_fator;1.1925
erosao;P1;2030_base_nominal;488950.1324
erosao;P1;2030_aliq;0.0000
erosao;P1;2030_irpfm_nominal;0.0000
erosao;P1;2030_irpfm_real;0.0000
erosao;P1;2030_marginal;0.0000
erosao;P1;2030_binding;False
erosao;P1;2031_ano;2031
erosao;P1;2031_fator;1.2462
erosao;P1;2031_base_nominal;510952.8884
erosao;P1;2031_aliq;0.0000
erosao;P1;2031_irpfm_nominal;0.0000
erosao;P1;2031_irpfm_real;0.0000
erosao;P1;2031_marginal;0.0000
erosao;P1;2031_binding;False
erosao;P1;2032_ano;2032
erosao;P1;2032_fator;1.3023
erosao;P1;2032_base_nominal;533945.7684
erosao;P1;2032_aliq;0.0000
erosao;P1;2032_irpfm_nominal;0.0000
erosao;P1;2032_irpfm_real;0.0000
erosao;P1;2032_marginal;0.0000
erosao;P1;2032_binding;False
erosao;P1;2033_ano;2033
erosao;P1;2033_fator;1.3609
erosao;P1;2033_base_nominal;557973.3279
erosao;P1;2033_aliq;0.0000
erosao;P1;2033_irpfm_nominal;0.0000
erosao;P1;2033_irpfm_real;0.0000
erosao;P1;2033_marginal;0.0000
erosao;P1;2033_binding;False
erosao;P1;2034_ano;2034
erosao;P1;2034_fator;1.4221
erosao;P1;2034_base_nominal;583082.1277
erosao;P1;2034_aliq;0.0000
erosao;P1;2034_irpfm_nominal;0.0000
erosao;P1;2034_irpfm_real;0.0000
erosao;P1;2034_marginal;0.0000
erosao;P1;2034_binding;False
erosao;P1;2035_ano;2035
erosao;P1;2035_fator;1.4861
erosao;P1;2035_base_nominal;609320.8234
erosao;P1;2035_aliq;0.0016
erosao;P1;2035_irpfm_nominal;0.0000
erosao;P1;2035_irpfm_real;0.0000
erosao;P1;2035_marginal;0.1031
erosao;P1;2035_binding;False
erosao;P1;2036_ano;2036
erosao;P1;2036_fator;1.5530
erosao;P1;2036_base_nominal;636740.2605
erosao;P1;2036_aliq;0.0061
erosao;P1;2036_irpfm_nominal;0.0000
erosao;P1;2036_irpfm_real;0.0000
erosao;P1;2036_marginal;0.1122
erosao;P1;2036_binding;False
pgbl_vs_vgbl;P1;aporte;12204.7920
pgbl_vs_vgbl;P1;economia_irpf;3356.3178
pgbl_vs_vgbl;P1;devolvido_irpfm;0.0000
pgbl_vs_vgbl;P1;beneficio_liquido_hoje;3356.3178
pgbl_vs_vgbl;P1;custo_extra_resgate_vp;438.8426
pgbl_vs_vgbl;P1;resultado_pgbl_vs_vgbl;2917.4752
pgbl_vs_vgbl;P1;binding;False
pgbl_vs_vgbl;P1;binding_com;False
realocacao;P1;frac_0.0_irpfm;0.00
realocacao;P1;frac_0.0_ir_rf;9828.00
realocacao;P1;frac_0.1_irpfm;0.00
realocacao;P1;frac_0.1_ir_rf;8845.20
realocacao;P1;frac_0.2_irpfm;0.00
realocacao;P1;frac_0.2_ir_rf;7862.40
realocacao;P1;frac_0.3_irpfm;0.00
realocacao;P1;frac_0.3_ir_rf;6879.60
realocacao;P1;frac_0.4_irpfm;0.00
realocacao;P1;frac_0.4_ir_rf;5896.80
realocacao;P1;frac_0.5_irpfm;0.00
realocacao;P1;frac_0.5_ir_rf;4914.00
realocacao;P1;frac_0.6_irpfm;0.00
realocacao;P1;frac_0.6_ir_rf;3931.20
realocacao;P1;frac_0.7_irpfm;0.00
realocacao;P1;frac_0.7_ir_rf;2948.40
realocacao;P1;frac_0.8_irpfm;0.00
realocacao;P1;frac_0.8_ir_rf;1965.60
realocacao;P1;frac_0.9_irpfm;0.00
realocacao;P1;frac_0.9_ir_rf;982.80
realocacao;P1;frac_1.0_irpfm;0.00
realocacao;P1;frac_1.0_ir_rf;0.00
simulacao_sem_lei;P2;lei;False
simulacao_sem_lei;P2;receita;840000
simulacao_sem_lei;P2;irpj;43200.0000
simulacao_sem_lei;P2;csll;24192.0000
simulacao_sem_lei;P2;pis_cofins;30660.0000
simulacao_sem_lei;P2;iss;16800.0000
simulacao_sem_lei;P2;tributos_pj;114852.0000
simulacao_sem_lei;P2;custos;67200.0000
simulacao_sem_lei;P2;prolabore;101706.6000
simulacao_sem_lei;P2;inss_patronal;20341.3200
simulacao_sem_lei;P2;lucro;535900.0800
simulacao_sem_lei;P2;aliq_efetiva_irpj_csll_sobre_lucro;0.1258
simulacao_sem_lei;P2;dividendos;535900.0800
simulacao_sem_lei;P2;div_mes;44658.3400
simulacao_sem_lei;P2;inss_seg;11187.7260
simulacao_sem_lei;P2;pgbl;0.0000
simulacao_sem_lei;P2;base_irpf;90518.8740
simulacao_sem_lei;P2;irpf;13987.9304
simulacao_sem_lei;P2;rend_rf;98280.0000
simulacao_sem_lei;P2;ir_rf;14742.0000
simulacao_sem_lei;P2;rend_isentos;28828.8000
simulacao_sem_lei;P2;div_acoes;7200.0000
simulacao_sem_lei;P2;rend_fii;9600.0000
simulacao_sem_lei;P2;base_irpfm;743086.6800
simulacao_sem_lei;P2;aliq_irpfm;0.0000
simulacao_sem_lei;P2;irpfm_bruto;0.0000
simulacao_sem_lei;P2;creditos;28729.9304
simulacao_sem_lei;P2;retencao;0.0000
simulacao_sem_lei;P2;restituicao;0.0000
simulacao_sem_lei;P2;irpfm_liquido;0.0000
simulacao_sem_lei;P2;custo_caixa_retencao;0.0000
simulacao_sem_lei;P2;imposto_pf_total;28729.9304
simulacao_sem_lei;P2;imposto_total;96121.9304
simulacao_sem_lei;P2;renda_bruta_total;781515.4800
simulacao_sem_lei;P2;carga_efetiva_total;0.1230
simulacao_sem_lei;P2;marginal_bruta;0.0000
simulacao_sem_lei;P2;binding;False
simulacao_sem_lei;P2;marg_dividendo;0.0000
simulacao_sem_lei;P2;marg_rf_trib;0.1500
simulacao_sem_lei;P2;marg_isento;0.0000
simulacao_sem_lei;P2;lci_breakeven_pct_cdi;0.8500
simulacao_sem_lei;P2;carga_pj;0.1258
simulacao_sem_lei;P2;carga_combinada;0.1258
simulacao_sem_lei;P2;redutor_aplica;False
simulacao_sem_lei;P2;dist_piso;-143086.6800
simulacao_com_lei;P2;lei;True
simulacao_com_lei;P2;receita;840000
simulacao_com_lei;P2;irpj;43200.0000
simulacao_com_lei;P2;csll;24192.0000
simulacao_com_lei;P2;pis_cofins;30660.0000
simulacao_com_lei;P2;iss;16800.0000
simulacao_com_lei;P2;tributos_pj;114852.0000
simulacao_com_lei;P2;custos;67200.0000
simulacao_com_lei;P2;prolabore;101706.6000
simulacao_com_lei;P2;inss_patronal;20341.3200
simulacao_com_lei;P2;lucro;535900.0800
simulacao_com_lei;P2;aliq_efetiva_irpj_csll_sobre_lucro;0.1258
simulacao_com_lei;P2;dividendos;535900.0800
simulacao_com_lei;P2;div_mes;44658.3400
simulacao_com_lei;P2;inss_seg;11187.7260
simulacao_com_lei;P2;pgbl;0.0000
simulacao_com_lei;P2;base_irpf;90518.8740
simulacao_com_lei;P2;irpf;13987.9304
simulacao_com_lei;P2;rend_rf;98280.0000
simulacao_com_lei;P2;ir_rf;14742.0000
simulacao_com_lei;P2;rend_isentos;28828.8000
simulacao_com_lei;P2;div_acoes;7200.0000
simulacao_com_lei;P2;rend_fii;9600.0000
simulacao_com_lei;P2;base_irpfm;743086.6800
simulacao_com_lei;P2;aliq_irpfm;0.0238
simulacao_com_lei;P2;irpfm_bruto;17720.9677
simulacao_com_lei;P2;creditos;28729.9304
simulacao_com_lei;P2;retencao;0.0000
simulacao_com_lei;P2;restituicao;0.0000
simulacao_com_lei;P2;irpfm_liquido;0.0000
simulacao_com_lei;P2;custo_caixa_retencao;0.0000
simulacao_com_lei;P2;imposto_pf_total;28729.9304
simulacao_com_lei;P2;imposto_total;96121.9304
simulacao_com_lei;P2;renda_bruta_total;781515.4800
simulacao_com_lei;P2;carga_efetiva_total;0.1230
simulacao_com_lei;P2;marginal_bruta;0.1477
simulacao_com_lei;P2;binding;False
simulacao_com_lei;P2;marg_dividendo;0.0000
simulacao_com_lei;P2;marg_rf_trib;0.1500
simulacao_com_lei;P2;marg_isento;0.0000
simulacao_com_lei;P2;lci_breakeven_pct_cdi;0.8500
simulacao_com_lei;P2;carga_pj;0.1258
simulacao_com_lei;P2;carga_combinada;0.1496
simulacao_com_lei;P2;redutor_aplica;False
simulacao_com_lei;P2;dist_piso;-143086.6800
erosao;P2;2026_ano;2026
erosao;P2;2026_fator;1.0000
erosao;P2;2026_base_nominal;743086.6800
erosao;P2;2026_aliq;0.0238
erosao;P2;2026_irpfm_nominal;0.0000
erosao;P2;2026_irpfm_real;0.0000
erosao;P2;2026_marginal;0.1477
erosao;P2;2026_binding;False
erosao;P2;2027_ano;2027
erosao;P2;2027_fator;1.0450
erosao;P2;2027_base_nominal;775445.5806
erosao;P2;2027_aliq;0.0292
erosao;P2;2027_irpfm_nominal;0.0000
erosao;P2;2027_irpfm_real;0.0000
erosao;P2;2027_marginal;0.1585
erosao;P2;2027_binding;False
erosao;P2;2028_ano;2028
erosao;P2;2028_fator;1.0920
erosao;P2;2028_base_nominal;809260.6317
erosao;P2;2028_aliq;0.0349
erosao;P2;2028_irpfm_nominal;0.0000
erosao;P2;2028_irpfm_real;0.0000
erosao;P2;2028_marginal;0.1698
erosao;P2;2028_binding;False
erosao;P2;2029_ano;2029
erosao;P2;2029_fator;1.1412
erosao;P2;2029_base_nominal;844597.3602
erosao;P2;2029_aliq;0.0408
erosao;P2;2029_irpfm_nominal;0.0000
erosao;P2;2029_irpfm_real;0.0000
erosao;P2;2029_marginal;0.1815
erosao;P2;2029_binding;False
erosao;P2;2030_ano;2030
erosao;P2;2030_fator;1.1925
erosao;P2;2030_base_nominal;881524.2414
erosao;P2;2030_aliq;0.0469
erosao;P2;2030_irpfm_nominal;4409.0876
erosao;P2;2030_irpfm_real;3697.2904
erosao;P2;2030_marginal;0.1938
erosao;P2;2030_binding;True
erosao;P2;2031_ano;2031
erosao;P2;2031_fator;1.2462
erosao;P2;2031_base_nominal;920112.8322
erosao;P2;2031_aliq;0.0534
erosao;P2;2031_irpfm_nominal;9845.3028
erosao;P2;2031_irpfm_real;7900.3735
erosao;P2;2031_marginal;0.2067
erosao;P2;2031_binding;True
erosao;P2;2032_ano;2032
erosao;P2;2032_fator;1.3023
erosao;P2;2032_base_nominal;960437.9097
erosao;P2;2032_aliq;0.0601
erosao;P2;2032_irpfm_nominal;16056.5143
erosao;P2;2032_irpfm_real;12329.7289
erosao;P2;2032_marginal;0.2201
erosao;P2;2032_binding;True
erosao;P2;2033_ano;2033
erosao;P2;2033_fator;1.3609
erosao;P2;2033_base_nominal;1002577.6156
erosao;P2;2033_aliq;0.0671
erosao;P2;2033_irpfm_nominal;23126.4040
erosao;P2;2033_irpfm_real;16993.9398
erosao;P2;2033_marginal;0.2342
erosao;P2;2033_binding;True
erosao;P2;2034_ano;2034
erosao;P2;2034_fator;1.4221
erosao;P2;2034_base_nominal;1046613.6083
erosao;P2;2034_aliq;0.0744
erosao;P2;2034_irpfm_nominal;31146.9108
erosao;P2;2034_irpfm_real;21902.0444
erosao;P2;2034_marginal;0.2489
erosao;P2;2034_binding;True
erosao;P2;2035_ano;2035
erosao;P2;2035_fator;1.4861
erosao;P2;2035_base_nominal;1092631.2207
erosao;P2;2035_aliq;0.0821
erosao;P2;2035_irpfm_nominal;40219.0157
erosao;P2;2035_irpfm_real;27063.5537
erosao;P2;2035_marginal;0.2642
erosao;P2;2035_binding;True
erosao;P2;2036_ano;2036
erosao;P2;2036_fator;1.5530
erosao;P2;2036_base_nominal;1140719.6256
erosao;P2;2036_aliq;0.0901
erosao;P2;2036_irpfm_nominal;50453.6000
erosao;P2;2036_irpfm_real;32488.4697
erosao;P2;2036_marginal;0.2802
erosao;P2;2036_binding;True
pgbl_vs_vgbl;P2;aporte;12204.7920
pgbl_vs_vgbl;P2;economia_irpf;3356.3178
pgbl_vs_vgbl;P2;devolvido_irpfm;0.0000
pgbl_vs_vgbl;P2;beneficio_liquido_hoje;3356.3178
pgbl_vs_vgbl;P2;custo_extra_resgate_vp;438.8426
pgbl_vs_vgbl;P2;resultado_pgbl_vs_vgbl;2917.4752
pgbl_vs_vgbl;P2;binding;False
pgbl_vs_vgbl;P2;binding_com;False
realocacao;P2;frac_0.0_irpfm;0.00
realocacao;P2;frac_0.0_ir_rf;19656.00
realocacao;P2;frac_0.1_irpfm;0.00
realocacao;P2;frac_0.1_ir_rf;17690.40
realocacao;P2;frac_0.2_irpfm;0.00
realocacao;P2;frac_0.2_ir_rf;15724.80
realocacao;P2;frac_0.3_irpfm;0.00
realocacao;P2;frac_0.3_ir_rf;13759.20
realocacao;P2;frac_0.4_irpfm;0.00
realocacao;P2;frac_0.4_ir_rf;11793.60
realocacao;P2;frac_0.5_irpfm;0.00
realocacao;P2;frac_0.5_ir_rf;9828.00
realocacao;P2;frac_0.6_irpfm;0.00
realocacao;P2;frac_0.6_ir_rf;7862.40
realocacao;P2;frac_0.7_irpfm;0.00
realocacao;P2;frac_0.7_ir_rf;5896.80
realocacao;P2;frac_0.8_irpfm;0.00
realocacao;P2;frac_0.8_ir_rf;3931.20
realocacao;P2;frac_0.9_irpfm;0.00
realocacao;P2;frac_0.9_ir_rf;1965.60
realocacao;P2;frac_1.0_irpfm;0.00
realocacao;P2;frac_1.0_ir_rf;0.00
simulacao_sem_lei;P3;lei;False
simulacao_sem_lei;P3;receita;1200000
simulacao_sem_lei;P3;irpj;72000.0000
simulacao_sem_lei;P3;csll;34560.0000
simulacao_sem_lei;P3;pis_cofins;43800.0000
simulacao_sem_lei;P3;iss;24000.0000
simulacao_sem_lei;P3;tributos_pj;174360.0000
simulacao_sem_lei;P3;custos;96000.0000
simulacao_sem_lei;P3;prolabore;101706.6000
simulacao_sem_lei;P3;inss_patronal;20341.3200
simulacao_sem_lei;P3;lucro;807592.0800
simulacao_sem_lei;P3;aliq_efetiva_irpj_csll_sobre_lucro;0.1319
simulacao_sem_lei;P3;dividendos;807592.0800
simulacao_sem_lei;P3;div_mes;67299.3400
simulacao_sem_lei;P3;inss_seg;11187.7260
simulacao_sem_lei;P3;pgbl;0.0000
simulacao_sem_lei;P3;base_irpf;90518.8740
simulacao_sem_lei;P3;irpf;13987.9304
simulacao_sem_lei;P3;rend_rf;163800.0000
simulacao_sem_lei;P3;ir_rf;24570.0000
simulacao_sem_lei;P3;rend_isentos;48048.0000
simulacao_sem_lei;P3;div_acoes;12000.0000
simulacao_sem_lei;P3;rend_fii;16000.0000
simulacao_sem_lei;P3;base_irpfm;1085098.6800
simulacao_sem_lei;P3;aliq_irpfm;0.0000
simulacao_sem_lei;P3;irpfm_bruto;0.0000
simulacao_sem_lei;P3;creditos;38557.9304
simulacao_sem_lei;P3;retencao;0.0000
simulacao_sem_lei;P3;restituicao;0.0000
simulacao_sem_lei;P3;irpfm_liquido;0.0000
simulacao_sem_lei;P3;custo_caixa_retencao;0.0000
simulacao_sem_lei;P3;imposto_pf_total;38557.9304
simulacao_sem_lei;P3;imposto_total;145117.9304
simulacao_sem_lei;P3;renda_bruta_total;1149146.6800
simulacao_sem_lei;P3;carga_efetiva_total;0.1263
simulacao_sem_lei;P3;marginal_bruta;0.0000
simulacao_sem_lei;P3;binding;False
simulacao_sem_lei;P3;marg_dividendo;0.0000
simulacao_sem_lei;P3;marg_rf_trib;0.1500
simulacao_sem_lei;P3;marg_isento;0.0000
simulacao_sem_lei;P3;lci_breakeven_pct_cdi;0.8500
simulacao_sem_lei;P3;carga_pj;0.1319
simulacao_sem_lei;P3;carga_combinada;0.1319
simulacao_sem_lei;P3;redutor_aplica;False
simulacao_sem_lei;P3;dist_piso;-485098.6800
simulacao_com_lei;P3;lei;True
simulacao_com_lei;P3;receita;1200000
simulacao_com_lei;P3;irpj;72000.0000
simulacao_com_lei;P3;csll;34560.0000
simulacao_com_lei;P3;pis_cofins;43800.0000
simulacao_com_lei;P3;iss;24000.0000
simulacao_com_lei;P3;tributos_pj;174360.0000
simulacao_com_lei;P3;custos;96000.0000
simulacao_com_lei;P3;prolabore;101706.6000
simulacao_com_lei;P3;inss_patronal;20341.3200
simulacao_com_lei;P3;lucro;807592.0800
simulacao_com_lei;P3;aliq_efetiva_irpj_csll_sobre_lucro;0.1319
simulacao_com_lei;P3;dividendos;807592.0800
simulacao_com_lei;P3;div_mes;67299.3400
simulacao_com_lei;P3;inss_seg;11187.7260
simulacao_com_lei;P3;pgbl;0.0000
simulacao_com_lei;P3;base_irpf;90518.8740
simulacao_com_lei;P3;irpf;13987.9304
simulacao_com_lei;P3;rend_rf;163800.0000
simulacao_com_lei;P3;ir_rf;24570.0000
simulacao_com_lei;P3;rend_isentos;48048.0000
simulacao_com_lei;P3;div_acoes;12000.0000
simulacao_com_lei;P3;rend_fii;16000.0000
simulacao_com_lei;P3;base_irpfm;1085098.6800
simulacao_com_lei;P3;aliq_irpfm;0.0808
simulacao_com_lei;P3;irpfm_bruto;87729.9896
simulacao_com_lei;P3;creditos;119317.1384
simulacao_com_lei;P3;retencao;80759.2080
simulacao_com_lei;P3;restituicao;31587.1488
simulacao_com_lei;P3;irpfm_liquido;49172.0592
simulacao_com_lei;P3;custo_caixa_retencao;8589.2465
simulacao_com_lei;P3;imposto_pf_total;87729.9896
simulacao_com_lei;P3;imposto_total;194289.9896
simulacao_com_lei;P3;renda_bruta_total;1149146.6800
simulacao_com_lei;P3;carga_efetiva_total;0.1691
simulacao_com_lei;P3;marginal_bruta;0.2617
simulacao_com_lei;P3;binding;True
simulacao_com_lei;P3;marg_dividendo;0.2617
simulacao_com_lei;P3;marg_rf_trib;0.2617
simulacao_com_lei;P3;marg_isento;0.0000
simulacao_com_lei;P3;lci_breakeven_pct_cdi;0.7383
simulacao_com_lei;P3;carga_pj;0.1319
simulacao_com_lei;P3;carga_combinada;0.2128
simulacao_com_lei;P3;redutor_aplica;False
simulacao_com_lei;P3;dist_piso;-485098.6800
erosao;P3;2026_ano;2026
erosao;P3;2026_fator;1.0000
erosao;P3;2026_base_nominal;1085098.6800
erosao;P3;2026_aliq;0.0808
erosao;P3;2026_irpfm_nominal;49172.0592
erosao;P3;2026_irpfm_real;49172.0592
erosao;P3;2026_marginal;0.2617
erosao;P3;2026_binding;True
erosao;P3;2027_ano;2027
erosao;P3;2027_fator;1.0450
erosao;P3;2027_base_nominal;1132848.1206
erosao;P3;2027_aliq;0.0888
erosao;P3;2027_irpfm_nominal;59683.7991
erosao;P3;2027_irpfm_real;57113.6834
erosao;P3;2027_marginal;0.2776
erosao;P3;2027_binding;True
erosao;P3;2028_ano;2028
erosao;P3;2028_fator;1.0920
erosao;P3;2028_base_nominal;1182746.2860
erosao;P3;2028_aliq;0.0971
erosao;P3;2028_irpfm_nominal;71480.6401
erosao;P3;2028_irpfm_real;65456.9631
erosao;P3;2028_marginal;0.2942
erosao;P3;2028_binding;True
erosao;P3;2029_ano;2029
erosao;P3;2029_fator;1.1412
erosao;P3;2029_base_nominal;1234889.8689
erosao;P3;2029_aliq;0.1000
erosao;P3;2029_irpfm_nominal;77514.2850
erosao;P3;2029_irpfm_real;67925.5047
erosao;P3;2029_marginal;0.1000
erosao;P3;2029_binding;True
erosao;P3;2030_ano;2030
erosao;P3;2030_fator;1.1925
erosao;P3;2030_base_nominal;1289379.9130
erosao;P3;2030_aliq;0.1000
erosao;P3;2030_irpfm_nominal;80265.2655
erosao;P3;2030_irpfm_real;67307.3489
erosao;P3;2030_marginal;0.1000
erosao;P3;2030_binding;True
erosao;P3;2031_ano;2031
erosao;P3;2031_fator;1.2462
erosao;P3;2031_base_nominal;1346322.0091
erosao;P3;2031_aliq;0.1000
erosao;P3;2031_irpfm_nominal;83140.0402
erosao;P3;2031_irpfm_real;66715.8123
erosao;P3;2031_marginal;0.1000
erosao;P3;2031_binding;True
erosao;P3;2032_ano;2032
erosao;P3;2032_fator;1.3023
erosao;P3;2032_base_nominal;1405826.4995
erosao;P3;2032_aliq;0.1000
erosao;P3;2032_irpfm_nominal;86144.1797
erosao;P3;2032_irpfm_real;66149.7485
erosao;P3;2032_marginal;0.1000
erosao;P3;2032_binding;True
erosao;P3;2033_ano;2033
erosao;P3;2033_fator;1.3609
erosao;P3;2033_base_nominal;1468008.6920
erosao;P3;2033_aliq;0.1000
erosao;P3;2033_irpfm_nominal;89283.5055
erosao;P3;2033_irpfm_real;65608.0606
erosao;P3;2033_marginal;0.1000
erosao;P3;2033_binding;True
erosao;P3;2034_ano;2034
erosao;P3;2034_fator;1.4221
erosao;P3;2034_base_nominal;1532989.0831
erosao;P3;2034_aliq;0.1000
erosao;P3;2034_irpfm_nominal;92564.1009
erosao;P3;2034_irpfm_real;65089.6990
erosao;P3;2034_marginal;0.1000
erosao;P3;2034_binding;True
erosao;P3;2035_ano;2035
erosao;P3;2035_fator;1.4861
erosao;P3;2035_base_nominal;1600893.5918
erosao;P3;2035_aliq;0.1000
erosao;P3;2035_irpfm_nominal;95992.3231
erosao;P3;2035_irpfm_real;64593.6593
erosao;P3;2035_marginal;0.1000
erosao;P3;2035_binding;True
erosao;P3;2036_ano;2036
erosao;P3;2036_fator;1.5530
erosao;P3;2036_base_nominal;1671853.8035
erosao;P3;2036_aliq;0.1000
erosao;P3;2036_irpfm_nominal;99574.8154
erosao;P3;2036_irpfm_real;64118.9800
erosao;P3;2036_marginal;0.1000
erosao;P3;2036_binding;True
pgbl_vs_vgbl;P3;aporte;12204.7920
pgbl_vs_vgbl;P3;economia_irpf;3356.3178
pgbl_vs_vgbl;P3;devolvido_irpfm;3356.3178
pgbl_vs_vgbl;P3;beneficio_liquido_hoje;0.0000
pgbl_vs_vgbl;P3;custo_extra_resgate_vp;438.8426
pgbl_vs_vgbl;P3;resultado_pgbl_vs_vgbl;-438.8426
pgbl_vs_vgbl;P3;binding;True
pgbl_vs_vgbl;P3;binding_com;True
realocacao;P3;frac_0.0_irpfm;55767.72
realocacao;P3;frac_0.0_ir_rf;32760.00
realocacao;P3;frac_0.1_irpfm;53010.21
